GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
37119043,0,Voting District 043,Mecklenburg,5964,752,3098,1806,168,27,113,4182,698,2141,1134,128,20,61,1926,1699,218,1629,297
37119044,0,Voting District 044,Mecklenburg,2111,1456,384,172,55,5,39,1732,1279,267,114,47,5,20,1119,751,348,707,412
37119045,0,Voting District 045,Mecklenburg,4162,1148,981,1596,359,16,62,3104,1010,709,1079,258,14,34,1204,781,412,734,470
37119046,0,Voting District 046,Mecklenburg,4740,1557,1697,916,426,18,126,3584,1344,1213,622,302,15,88,1727,1336,362,1268,458
37119047,0,Voting District 047,Mecklenburg,3248,2856,230,75,54,5,28,2521,2236,167,55,45,5,13,1802,853,931,708,1094
37119048,0,Voting District 048,Mecklenburg,2377,2237,36,40,40,5,19,1610,1524,22,24,28,2,10,1453,483,958,432,1021
37119235,0,Voting District 235,Mecklenburg,5194,2725,1340,845,99,24,161,3856,2259,892,531,82,17,75,2232,1186,1035,1071,1161
37119204.1,0,Voting District 204.1,Mecklenburg,6639,1913,3566,684,310,17,149,4736,1542,2423,453,228,11,79,2969,2362,593,2170,799
37119149,0,Voting District 149,Mecklenburg,6349,1840,3028,932,380,10,159,4608,1530,2104,609,283,9,73,2709,2130,555,1964,746
37119202,0,Voting District 202,Mecklenburg,9696,7449,932,859,249,31,176,7110,5595,673,570,176,21,75,4168,1916,2208,1752,2416
37119127,0,Voting District 127,Mecklenburg,4976,4513,98,195,84,8,78,3278,3029,62,110,49,6,22,2664,1111,1543,918,1746
37119206,0,Voting District 206,Mecklenburg,6672,5434,587,315,209,16,111,5656,4655,497,237,185,13,69,3108,1975,1112,1769,1339
37119006,0,Voting District 006,Mecklenburg,4861,1022,2481,1170,67,33,88,3676,947,1830,772,52,24,51,1689,1416,266,1372,317
37119049,0,Voting District 049,Mecklenburg,2644,2198,144,230,40,3,29,2098,1794,107,150,32,3,12,1476,759,701,685,791
37119050,0,Voting District 050,Mecklenburg,3012,1724,404,758,85,5,36,2465,1499,322,548,67,4,25,1260,704,533,656,604
37119051,0,Voting District 051,Mecklenburg,3675,2466,373,688,84,12,52,3058,2200,300,453,71,10,24,1867,1050,802,949,918
37119052,0,Voting District 052,Mecklenburg,3514,147,3052,246,6,15,48,2649,127,2321,158,5,13,25,1814,1770,44,1735,79
37119054,0,Voting District 054,Mecklenburg,3505,120,3240,70,19,13,43,2462,109,2280,31,9,8,25,1598,1558,35,1541,57
37119055,0,Voting District 055,Mecklenburg,2269,31,1981,197,35,2,23,1741,28,1561,121,16,2,13,1050,1033,15,1019,31
37119056,0,Voting District 056,Mecklenburg,2340,74,2011,139,85,3,28,1752,68,1533,89,45,3,14,843,837,5,824,19
37119057,0,Voting District 057,Mecklenburg,3183,2743,218,91,89,11,31,2775,2409,202,65,67,10,22,1649,780,853,706,943
37119058,0,Voting District 058,Mecklenburg,2192,1371,303,343,124,7,44,1760,1204,202,224,101,6,23,960,529,417,483,477
37119059,0,Voting District 059,Mecklenburg,2197,1260,264,554,79,9,31,1739,1089,177,390,65,6,12,958,577,367,520,438
37119060,0,Voting District 060,Mecklenburg,2903,208,2334,254,50,9,48,2186,187,1793,145,36,7,18,1501,1437,62,1409,92
37119061,0,Voting District 061,Mecklenburg,4234,1806,1458,690,196,13,71,3339,1670,1049,423,151,9,37,1703,1148,546,1118,585
37119062,0,Voting District 062,Mecklenburg,5117,685,1960,2140,236,13,83,3476,598,1352,1301,176,8,41,1373,1104,260,1039,334
37119063,0,Voting District 063,Mecklenburg,4226,857,1680,1362,233,15,79,2887,722,1076,862,169,14,44,1364,1075,277,1017,347
37119064,0,Voting District 064,Mecklenburg,1965,876,563,389,77,11,49,1446,731,368,267,52,10,18,849,571,273,527,322
37119065,0,Voting District 065,Mecklenburg,1810,1444,159,86,80,3,38,1379,1136,102,56,63,3,19,1131,550,565,491,640
37119066,0,Voting District 066,Mecklenburg,1933,1614,156,72,44,7,40,1513,1280,122,50,39,4,18,1175,614,553,561,614
37119067,0,Voting District 067,Mecklenburg,1846,1707,55,48,13,2,21,1451,1355,42,30,9,2,13,1241,521,707,495,746
37119068,0,Voting District 068,Mecklenburg,3088,1350,1171,380,59,5,123,2251,1114,770,248,48,3,68,1176,758,411,677,499
37119069,0,Voting District 069,Mecklenburg,5121,4391,191,178,244,10,107,3768,3268,154,123,174,8,41,2997,1273,1710,1068,1929
37119070,0,Voting District 070,Mecklenburg,2599,2414,39,50,58,5,33,1899,1778,23,33,44,4,17,1695,728,960,609,1086
37119071,0,Voting District 071,Mecklenburg,3035,2214,295,200,274,2,50,2135,1566,198,125,217,1,28,1577,622,937,532,1045
37119072,0,Voting District 072,Mecklenburg,1921,1664,65,122,40,7,23,1517,1320,54,91,31,5,16,1197,511,671,451,746
37119073,0,Voting District 073,Mecklenburg,2253,1893,166,92,64,6,32,1820,1549,130,63,54,4,20,1308,657,643,558,750
37119074,0,Voting District 074,Mecklenburg,3259,2808,143,129,123,7,49,2623,2273,118,92,105,6,29,1664,692,959,611,1053
37119075,0,Voting District 075,Mecklenburg,3873,3449,133,137,82,9,63,3102,2788,114,95,74,3,28,2386,960,1411,855,1531
37119076,0,Voting District 076,Mecklenburg,3480,3070,143,136,69,1,61,2880,2593,99,100,57,1,30,2293,996,1271,891,1402
37119122,0,Voting District 122,Mecklenburg,7980,4131,2052,1157,396,29,215,6015,3306,1544,752,299,20,94,3320,1967,1323,1723,1597
37119077,0,Voting District 077,Mecklenburg,4690,180,2681,1730,34,7,58,3267,153,1913,1144,21,6,30,1575,1491,83,1460,115
37119225,0,Voting District 225,Mecklenburg,2274,1574,287,289,76,9,39,1851,1347,220,201,59,6,18,965,431,527,432,533
37119228,0,Voting District 228,Mecklenburg,6081,2332,1846,1228,528,10,137,4772,2030,1446,816,395,10,75,2093,1400,676,1300,793
37119147,0,Voting District 147,Mecklenburg,6607,1412,2858,1605,575,29,128,5078,1224,2234,1057,467,23,73,2319,1898,406,1786,533
37119078.1,0,Voting District 078.1,Mecklenburg,3509,829,1267,600,731,28,54,2679,738,864,393,640,13,31,1063,794,260,776,287
37119079,0,Voting District 079,Mecklenburg,3004,1054,969,473,422,15,71,2211,905,699,284,282,10,31,1123,684,429,668,455
37119080,0,Voting District 080,Mecklenburg,4647,1529,2104,565,320,17,112,3418,1306,1474,343,224,15,56,1883,1333,527,1277,606
37119081,0,Voting District 081,Mecklenburg,6799,1393,4041,785,394,47,139,4818,1204,2765,484,265,36,64,2686,2205,465,2077,609
37119082,0,Voting District 082,Mecklenburg,7304,429,3775,2887,73,17,123,5096,364,2692,1901,55,12,72,1914,1841,69,1793,121
37119083,0,Voting District 083,Mecklenburg,5110,2146,1704,904,197,21,138,3827,1861,1211,542,137,12,64,2137,1406,715,1295,842
37119084,0,Voting District 084,Mecklenburg,5016,1016,2101,1619,155,12,113,3722,940,1538,1059,108,10,67,1563,1258,293,1194,369
37119108,0,Voting District 108,Mecklenburg,5619,627,2639,1867,343,13,130,3888,564,1846,1168,232,11,67,1588,1401,178,1349,239
37119085,0,Voting District 085,Mecklenburg,3317,2220,669,247,68,14,99,2576,1834,454,174,51,11,52,1744,1008,718,901,843
37119093,0,Voting District 093,Mecklenburg,2373,1888,121,193,118,8,45,1858,1517,91,130,92,3,25,1359,576,771,497,862
37119086,0,Voting District 086,Mecklenburg,2517,2351,37,32,69,0,28,1783,1674,25,16,54,0,14,1609,522,1083,426,1182
37119088,0,Voting District 088,Mecklenburg,4301,3068,382,569,175,9,98,3492,2605,295,390,141,9,52,1918,1001,896,872,1046
37119089,0,Voting District 089,Mecklenburg,8936,3663,3937,955,185,31,165,6329,3028,2531,539,133,20,78,3831,2360,1442,2183,1648
37119090,0,Voting District 090,Mecklenburg,2043,1714,103,140,50,4,32,1646,1421,78,85,39,4,19,1243,541,690,476,767
37119091,0,Voting District 091,Mecklenburg,5864,4840,261,231,393,16,123,3989,3323,194,136,263,11,62,3206,1327,1854,1142,2064
37119092,0,Voting District 092,Mecklenburg,4247,3246,396,333,188,9,75,3175,2448,287,237,152,9,42,2181,978,1190,829,1352
37119094,0,Voting District 094,Mecklenburg,3355,1208,1278,609,117,34,109,2535,1060,916,385,96,26,52,1384,970,410,916,468
37119095,0,Voting District 095,Mecklenburg,3466,842,1680,709,120,16,99,2483,709,1198,417,86,9,64,1325,1045,271,989,336
37119096,0,Voting District 096,Mecklenburg,2454,2033,162,155,41,4,59,1961,1653,128,104,35,4,37,1458,705,740,620,838
37119217,0,Voting District 217,Mecklenburg,4186,2972,628,343,163,5,75,3228,2351,468,237,123,5,44,1716,833,859,717,999
37119097,0,Voting District 097,Mecklenburg,2366,767,1131,337,46,5,80,1879,691,864,235,43,4,42,999,791,195,724,275
37119098,0,Voting District 098,Mecklenburg,7567,612,2407,4313,129,18,88,5488,540,1809,2969,102,16,52,1473,1291,176,1225,248
37119099,0,Voting District 099,Mecklenburg,4866,1325,2054,1031,156,27,273,3696,1133,1558,694,124,20,167,1403,1200,196,1126,277
37119100,0,Voting District 100,Mecklenburg,3853,2903,317,214,311,8,100,2871,2220,200,152,245,6,48,1964,924,1025,781,1183
37119101,0,Voting District 101,Mecklenburg,3804,2759,367,443,160,7,68,3074,2304,269,326,124,7,44,1814,780,1017,715,1099
37119102,0,Voting District 102,Mecklenburg,7502,3060,2452,1456,263,18,253,5457,2455,1725,934,194,15,134,2653,1857,767,1648,1005
37119103,0,Voting District 103,Mecklenburg,4050,3528,113,179,162,7,61,3045,2703,90,116,106,5,25,2569,1108,1431,968,1602
37119104,0,Voting District 104,Mecklenburg,5121,425,3434,946,176,14,126,3646,386,2468,594,127,9,62,2104,1935,166,1876,228
37119105,0,Voting District 105,Mecklenburg,6212,2352,2574,703,369,33,181,5049,2192,1868,506,337,27,119,2426,1870,537,1721,705
37119106,0,Voting District 106,Mecklenburg,2115,1818,151,86,28,10,22,1658,1481,89,47,19,10,12,1382,647,720,579,803
37119146,0,Voting District 146,Mecklenburg,7725,1901,3366,666,1523,31,238,5948,1619,2481,453,1244,22,129,2842,2331,499,2126,716
37119107.1,0,Voting District 107.1,Mecklenburg,4998,1537,2543,500,286,7,125,3697,1290,1808,327,219,5,48,2297,1778,505,1640,657
37119001,0,Voting District 001,Mecklenburg,1950,1802,76,37,22,1,12,1557,1427,74,28,16,1,11,1170,578,586,496,674
37119002,0,Voting District 002,Mecklenburg,3049,2315,545,70,62,8,49,2646,2044,448,63,55,8,28,1862,1307,534,1197,665
37119003,0,Voting District 003,Mecklenburg,4870,383,2840,1344,176,21,106,3310,345,1902,857,125,16,65,1597,1437,155,1398,199
37119004,0,Voting District 004,Mecklenburg,3781,1091,1667,812,129,6,76,2793,948,1190,520,98,4,33,1615,1195,413,1133,482
37119005,0,Voting District 005,Mecklenburg,3703,766,1297,1462,119,4,55,2743,652,994,979,80,4,34,984,785,196,744,240
37119007,0,Voting District 007,Mecklenburg,2673,1587,683,291,48,6,58,2177,1353,552,201,36,6,29,1202,794,391,763,439
37119109,0,Voting District 109,Mecklenburg,2456,2207,95,80,32,5,37,2146,1938,88,65,26,5,24,1259,852,395,770,488
37119110,0,Voting District 110,Mecklenburg,1782,1485,104,114,54,2,23,1319,1119,68,78,40,2,12,992,408,576,358,634
37119111,0,Voting District 111,Mecklenburg,3118,2767,122,79,106,3,41,2600,2311,110,63,86,3,27,1926,886,1019,759,1167
37119112,0,Voting District 112,Mecklenburg,2888,2487,108,108,140,5,40,2099,1831,80,72,100,1,15,1659,625,1023,507,1152
37119113,0,Voting District 113,Mecklenburg,4472,3840,228,154,190,9,51,3169,2747,168,99,121,7,27,2443,989,1440,795,1648
37119114,0,Voting District 114,Mecklenburg,3736,3340,162,124,56,9,45,2862,2573,128,88,47,5,21,2289,961,1310,820,1469
37119115,0,Voting District 115,Mecklenburg,2764,1046,965,627,39,13,74,1947,829,655,391,29,8,35,1132,781,339,709,423
37119116,0,Voting District 116,Mecklenburg,2781,576,1388,670,69,10,68,1931,491,946,401,50,9,34,1146,932,209,884,262
37119117,0,Voting District 117,Mecklenburg,3578,1180,1679,528,73,8,110,2744,1037,1220,352,64,7,64,1478,1108,362,1006,472
37119118,0,Voting District 118,Mecklenburg,4558,3416,421,278,342,11,90,3255,2492,301,185,218,7,52,2067,972,1078,805,1262
37119119,0,Voting District 119,Mecklenburg,2103,1778,206,51,40,3,25,1651,1456,122,29,31,3,10,1206,587,605,511,695
37119008,0,Voting District 008,Mecklenburg,3117,2866,119,62,42,1,27,2468,2244,118,50,34,1,21,1721,733,977,635,1086
37119009,0,Voting District 009,Mecklenburg,3305,2589,545,52,71,2,46,2868,2206,522,42,65,2,31,1996,1268,705,1128,868
37119010,0,Voting District 010,Mecklenburg,2719,2476,70,62,53,14,44,2193,2011,57,44,44,14,23,1634,1002,616,870,764
37119011,0,Voting District 011,Mecklenburg,8175,5167,2280,270,275,22,161,7647,5011,1976,250,264,21,125,3765,2593,1144,2332,1434
37119012,0,Voting District 012,Mecklenburg,3608,234,2973,245,56,8,92,2930,208,2440,174,42,8,58,1865,1800,62,1791,74
37119120,0,Voting District 120,Mecklenburg,6414,1022,2400,2600,239,11,142,4682,884,1738,1776,193,7,84,1522,1288,224,1222,300
37119121,0,Voting District 121,Mecklenburg,4633,3954,229,160,198,9,83,3539,3100,162,92,139,8,38,2926,1093,1806,953,1973
37119123,0,Voting District 123,Mecklenburg,3481,863,1760,644,117,8,89,2449,718,1221,383,79,8,40,1566,1237,321,1164,402
37119124,0,Voting District 124,Mecklenburg,4056,639,2509,704,82,13,109,2959,549,1822,445,67,11,65,1827,1583,227,1506,321
37119125,0,Voting District 125,Mecklenburg,2356,703,961,553,73,5,61,1612,557,638,330,54,5,28,916,680,229,641,275
37119126,0,Voting District 126,Mecklenburg,4710,896,2738,395,535,19,127,3531,803,1962,250,438,11,67,1902,1584,301,1440,462
37119128,0,Voting District 128,Mecklenburg,4131,2431,1112,244,234,8,102,3191,1932,844,168,190,5,52,2125,1274,828,1118,1007
37119129,0,Voting District 129,Mecklenburg,2756,1237,636,728,80,10,65,2212,1124,469,516,66,8,29,760,487,267,446,314
37119087,0,Voting District 087,Mecklenburg,4248,2804,542,648,128,10,116,3366,2337,401,456,104,7,61,1900,992,889,904,996
37119013,0,Voting District 013,Mecklenburg,6575,2310,3642,286,244,7,86,5749,2254,2944,264,225,7,55,1802,1410,378,1348,454
37119014,0,Voting District 014,Mecklenburg,3063,431,2348,103,91,10,80,2360,403,1754,67,77,8,51,1512,1435,69,1418,94
37119015,0,Voting District 015,Mecklenburg,3059,2585,247,95,45,6,81,2548,2190,206,66,34,6,46,1813,1325,471,1194,619
37119016,0,Voting District 016,Mecklenburg,3927,23,3629,184,15,7,69,2965,21,2779,107,13,3,42,2158,2139,15,2112,46
37119017,0,Voting District 017,Mecklenburg,3280,539,2300,333,45,12,51,2236,474,1470,221,33,11,27,1355,1252,94,1219,136
37119130,0,Voting District 130,Mecklenburg,2786,910,1032,604,150,16,74,2091,812,701,401,118,14,45,1121,798,312,751,370
37119131,0,Voting District 131,Mecklenburg,2134,1880,65,57,108,2,22,1658,1485,50,44,70,2,7,1351,546,796,454,897
37119132,0,Voting District 132,Mecklenburg,4003,1100,1069,1567,165,34,68,2800,950,768,913,114,22,33,1182,804,369,769,413
37119133,0,Voting District 133,Mecklenburg,5961,5092,338,253,182,4,92,4031,3484,234,157,123,3,30,2942,1158,1763,952,1990
37119134,0,Voting District 134,Mecklenburg,8939,6844,877,793,189,28,208,6613,5229,630,486,144,23,101,4108,1975,2076,1667,2441
37119135,0,Voting District 135,Mecklenburg,10926,2803,5802,1703,330,47,241,8085,2511,4108,1054,250,40,122,3921,3281,614,2967,954
37119136,0,Voting District 136,Mecklenburg,2879,2539,111,92,65,26,46,2127,1900,81,64,47,21,14,1544,570,963,511,1033
37119137,0,Voting District 137,Mecklenburg,7505,5747,429,354,854,11,110,5110,3982,288,221,561,6,52,3559,1327,2208,1088,2471
37119138,0,Voting District 138,Mecklenburg,4922,1298,2107,1042,333,13,129,3737,1129,1558,690,278,12,70,1643,1317,314,1179,464
37119148,0,Voting District 148,Mecklenburg,12572,8272,1279,942,1793,37,249,8593,5860,858,576,1164,26,109,5000,2469,2484,1988,3012
37119018,0,Voting District 018,Mecklenburg,1978,1931,3,27,4,0,13,1411,1386,3,14,4,0,4,1308,485,816,421,887
37119019,0,Voting District 019,Mecklenburg,2293,2151,41,38,31,2,30,1771,1664,36,25,26,2,18,1347,639,698,542,805
37119020,0,Voting District 020,Mecklenburg,2822,2597,68,40,64,1,52,2093,1940,47,25,53,1,27,1643,947,684,781,862
37119021,0,Voting District 021,Mecklenburg,2813,2008,463,194,80,11,57,2386,1815,324,139,63,11,34,1488,979,498,885,603
37119022,0,Voting District 022,Mecklenburg,4935,1737,2822,186,103,22,65,4043,1656,2086,142,99,19,41,1945,1668,263,1620,324
37119023,0,Voting District 023,Mecklenburg,2398,364,1848,81,20,21,64,1799,323,1365,54,10,17,30,1096,985,104,953,143
37119053,0,Voting District 053,Mecklenburg,5684,704,3579,1057,213,13,118,4119,634,2606,669,143,12,55,1966,1773,188,1687,279
37119139.1,0,Voting District 139.1,Mecklenburg,4969,3934,343,290,307,12,83,3509,2818,238,188,228,10,27,2383,1041,1326,880,1503
37119140,0,Voting District 140,Mecklenburg,8225,5707,810,531,972,19,186,6005,4271,588,350,687,14,95,3765,1717,2024,1368,2397
37119144,0,Voting District 144,Mecklenburg,4763,3772,346,179,361,13,92,3502,2828,232,131,256,9,46,2484,1126,1340,951,1533
37119141,0,Voting District 141,Mecklenburg,6990,3859,1469,641,822,26,173,6627,3803,1362,491,791,26,154,2352,1800,541,1673,679
37119142,0,Voting District 142,Mecklenburg,6765,5550,533,331,236,10,105,5239,4395,390,222,174,9,49,3250,1410,1809,1172,2078
37119143,0,Voting District 143,Mecklenburg,8009,6596,508,423,314,7,161,5309,4393,357,274,210,6,69,3829,1651,2156,1345,2484
37119240,0,Voting District 240,Mecklenburg,6751,5942,275,286,159,19,70,5621,5009,220,207,130,17,38,3214,1300,1884,1082,2132
37119200,0,Voting District 200,Mecklenburg,3181,1646,495,775,173,16,76,2304,1350,361,422,123,16,32,863,437,418,399,464
37119201,0,Voting District 201,Mecklenburg,8996,4027,3249,1291,156,38,235,6280,3118,2172,762,116,32,80,3697,2354,1320,2159,1538
37119203,0,Voting District 203,Mecklenburg,8109,2468,3941,1206,205,19,270,5537,1953,2550,756,151,12,115,3264,2380,856,2171,1093
37119205,0,Voting District 205,Mecklenburg,4489,1893,1515,792,174,8,107,3236,1534,1020,497,136,6,43,2088,1256,815,1098,990
37119207,0,Voting District 207,Mecklenburg,7416,5519,634,994,139,23,107,5123,3908,407,654,93,11,50,3054,1241,1793,1031,2023
37119209,0,Voting District 209,Mecklenburg,6263,4803,790,415,97,33,125,4440,3496,545,249,63,22,65,3138,1423,1701,1278,1860
37119210,0,Voting District 210,Mecklenburg,8605,1122,6219,902,152,22,188,6046,920,4362,537,109,19,99,4086,3695,381,3546,540
37119211,0,Voting District 211,Mecklenburg,10353,4418,4155,1062,430,35,253,7736,3622,2969,669,328,28,120,4322,2980,1303,2727,1595
37119212,0,Voting District 212,Mecklenburg,15216,5631,5823,1034,2232,61,435,12127,4972,4351,723,1762,37,282,5635,4177,1419,3752,1883
37119024,0,Voting District 024,Mecklenburg,3455,632,2603,107,48,10,55,2602,581,1863,72,39,10,37,1607,1447,153,1414,193
37119040,0,Voting District 040,Mecklenburg,4257,688,2783,305,373,33,75,3045,591,1979,182,222,25,46,1616,1405,202,1355,261
37119025,0,Voting District 025,Mecklenburg,3040,36,2875,50,24,7,48,2241,34,2132,31,16,5,23,1641,1626,14,1601,40
37119026,0,Voting District 026,Mecklenburg,5210,702,3689,553,149,28,89,3693,621,2582,320,106,23,41,2366,2059,302,1982,384
37119027,0,Voting District 027,Mecklenburg,5326,422,3619,1078,102,19,86,3721,381,2513,707,59,17,44,1641,1561,79,1522,119
37119213,0,Voting District 213,Mecklenburg,6977,1183,4302,975,339,29,149,4867,1014,2980,576,215,19,63,2640,2253,373,2127,513
37119214,0,Voting District 214,Mecklenburg,4469,2137,1761,215,205,21,130,3255,1642,1236,143,164,14,56,2207,1498,695,1308,899
37119215,0,Voting District 215,Mecklenburg,5010,3790,545,236,313,10,116,3572,2768,371,160,218,9,46,2259,985,1249,867,1392
37119216,0,Voting District 216,Mecklenburg,6378,4352,922,593,341,25,145,4813,3412,668,402,246,19,66,3021,1441,1549,1293,1728
37119218,0,Voting District 218,Mecklenburg,3636,3057,237,216,57,11,58,2763,2387,175,124,39,9,29,2075,784,1280,672,1403
3712101,0,Voting District 01,Mitchell,1810,1742,9,31,0,6,22,1472,1418,9,22,0,5,18,953,289,652,278,674
3712104,0,Voting District 04,Mitchell,8267,7629,36,475,37,20,70,6555,6169,23,284,26,15,38,4029,1234,2740,1230,2799
3712106,0,Voting District 06,Mitchell,774,714,3,41,2,5,9,648,605,3,30,2,3,5,382,75,301,75,307
3712107,0,Voting District 07,Mitchell,239,234,0,3,0,0,2,202,197,0,3,0,0,2,147,23,122,19,128
3712105,0,Voting District 05,Mitchell,1179,1152,1,14,3,1,8,971,948,1,11,3,1,7,560,114,439,124,436
3712103,0,Voting District 03,Mitchell,771,755,1,2,1,0,12,630,617,1,2,1,0,9,413,93,310,89,324
3712109,0,Voting District 09,Mitchell,1779,1683,3,57,4,4,28,1440,1376,1,37,3,4,19,922,329,582,332,590
3712108,0,Voting District 08,Mitchell,361,350,0,8,0,0,3,295,286,0,7,0,0,2,209,48,158,44,165
3712102,0,Voting District 02,Mitchell,399,397,0,0,0,0,2,331,329,0,0,0,0,2,231,33,195,31,200
37123ELD,0,Voting District ELD,Montgomery,1873,1828,16,5,5,5,14,1602,1563,15,5,2,4,13,832,222,602,237,595
37123OPH,0,Voting District OPH,Montgomery,453,440,0,6,4,1,2,371,364,0,2,4,1,0,237,63,165,97,140
37123UWH,0,Voting District UWH,Montgomery,1839,1714,30,21,56,7,11,1500,1419,18,10,44,7,2,935,235,687,293,642
37123WAD,0,Voting District WAD,Montgomery,741,347,257,12,115,0,10,564,283,189,3,85,0,4,347,225,121,223,124
37123LIT,0,Voting District LIT,Montgomery,826,781,19,12,6,1,7,640,609,13,10,4,1,3,373,107,261,149,224
37123T2,0,Voting District T2,Montgomery,2883,2070,597,143,21,27,25,2457,1754,550,96,15,27,15,1010,399,591,476,534
37123MTG,0,Voting District MTG,Montgomery,2279,902,1256,48,39,9,25,1771,756,952,18,30,4,11,1359,989,355,1026,333
37123STA,0,Voting District STA,Montgomery,2929,2387,155,346,16,4,21,2189,1887,105,172,11,4,10,1042,278,753,355,687
37123BIS,0,Voting District BIS,Montgomery,2885,1390,484,961,19,5,26,2048,1126,364,532,14,3,9,963,503,454,553,410
37123PEE,0,Voting District PEE,Montgomery,1420,1174,141,24,63,6,12,1174,1003,102,12,44,6,7,637,206,424,226,411
